neighborhood,year_month,total_311_count,count_street_pavement,count_sidewalk_curb,count_sewer_drainage,count_streetlights,count_traffic_signs,count_trees,distinct_issue_groups,avg_closure_days,total_fire_count,count_fire_building,count_fire_electrical,count_fire_gas,count_fire_water,total_fire_injuries,avg_suppression_units
Nob Hill,2025-11,79,21,10,16,7,7,2,8,8.188436758072175,3,0,0,1,2,0,1.6666666666666667
Nob Hill,2025-12,92,17,11,28,7,10,8,8,6.512773071835571,6,2,1,1,2,0,3.6666666666666665
Noe Valley,2024-01,60,7,5,27,0,13,8,5,11.636245949074073,8,1,3,3,1,0,3.125
Noe Valley,2024-02,110,8,10,36,0,13,43,5,10.991475484006733,13,1,7,2,3,0,1.8461538461538463
Noe Valley,2024-03,35,11,5,9,0,6,4,5,9.387201719576721,4,0,1,3,0,0,2.5
Noe Valley,2024-04,49,6,16,6,0,14,7,5,9.191112292139078,5,1,2,1,1,0,1.6
Noe Valley,2024-05,32,5,5,8,0,7,7,5,4.358200954861111,7,0,4,1,2,0,2.2857142857142856
Noe Valley,2024-06,37,8,7,7,0,4,6,7,13.635424704218106,8,1,6,1,0,0,2.25
Noe Valley,2024-07,71,8,13,14,2,10,9,8,22.35999429447053,5,0,2,2,1,0,1.6
Noe Valley,2024-08,73,9,15,13,2,12,11,8,33.51509195839675,9,2,2,2,3,0,3.2222222222222223
Noe Valley,2024-09,105,4,35,31,1,10,5,8,24.533037808641975,9,1,4,2,2,0,2.0
Noe Valley,2024-10,87,10,17,23,1,8,13,8,21.31236941721133,6,1,3,0,2,0,3.5
Noe Valley,2024-11,96,1,14,41,2,5,22,8,15.130172027290449,3,0,0,2,1,0,1.3333333333333333
Noe Valley,2024-12,92,7,8,42,7,10,11,8,15.80884996947497,5,1,2,2,0,0,3.6
Noe Valley,2025-01,91,11,16,29,6,9,11,8,25.45822279442364,5,1,1,2,1,0,2.8
Noe Valley,2025-02,94,9,16,29,5,9,16,9,32.214884007648955,6,0,4,1,1,0,1.3333333333333333
Noe Valley,2025-03,78,8,23,13,2,13,9,8,37.58958199786325,8,0,5,0,3,0,2.25
Noe Valley,2025-04,87,21,9,18,6,14,14,8,41.40197996487867,8,0,6,1,1,0,1.125
Noe Valley,2025-05,135,23,21,26,2,23,24,8,24.122666214146477,13,2,5,4,2,0,3.3846153846153846
Noe Valley,2025-06,87,15,8,17,0,19,19,7,11.12067741592167,12,0,11,0,1,0,1.0
Noe Valley,2025-07,116,20,12,19,4,36,9,8,14.459844620616192,8,3,5,0,0,0,3.875
Noe Valley,2025-08,129,25,11,18,5,31,15,8,11.112628148148147,6,0,5,0,1,0,1.0
Noe Valley,2025-09,137,35,14,16,1,36,10,9,17.279679725049476,3,0,2,1,0,0,1.0
Noe Valley,2025-10,134,20,18,49,8,23,6,9,8.434663910093299,5,0,1,3,1,0,1.8
Noe Valley,2025-11,80,17,12,20,2,16,9,8,8.024319034224098,5,0,2,2,1,0,1.0
Noe Valley,2025-12,147,18,13,49,8,36,10,9,7.705034402937421,8,0,5,3,0,0,2.375
North Beach,2024-01,35,0,5,12,0,12,6,4,23.218925595238094,3,0,0,1,2,0,2.3333333333333335
North Beach,2024-02,41,1,7,13,0,9,11,5,6.564977416440832,5,1,4,0,0,0,3.2
North Beach,2024-03,20,0,2,1,0,11,6,4,4.661984953703704,3,0,0,1,2,0,2.3333333333333335
North Beach,2024-04,19,4,4,4,0,2,5,5,6.170270467836257,0,0,0,0,0,0,
North Beach,2024-05,25,1,6,11,0,5,2,5,4.776300462962963,1,0,0,0,1,0,1.0
North Beach,2024-06,23,2,3,3,1,5,5,8,10.754276368760065,8,2,0,3,3,0,1.875
North Beach,2024-07,40,6,6,8,3,5,7,8,23.234773726851852,3,0,0,0,3,0,4.333333333333333
North Beach,2024-08,50,5,2,21,2,4,6,8,25.963005555555554,4,0,1,2,1,0,3.0
North Beach,2024-09,41,5,7,14,0,6,2,7,18.93798667570009,2,0,0,0,2,0,1.0
North Beach,2024-10,58,7,10,15,2,2,12,8,27.451759056205326,3,0,0,1,2,0,1.0
North Beach,2024-11,47,1,4,26,1,3,8,8,16.03665836352657,3,1,1,0,1,0,3.6666666666666665
North Beach,2024-12,37,0,7,9,1,7,8,7,14.650221471471472,1,0,0,0,1,0,1.0
North Beach,2025-01,41,7,7,6,7,0,2,7,38.1523831300813,3,0,1,0,2,0,3.0
North Beach,2025-02,53,6,13,20,3,4,3,8,27.230925052410903,4,1,0,0,3,0,3.75
North Beach,2025-03,68,7,12,22,2,9,7,9,24.2269909161055,5,0,1,3,1,0,1.8
North Beach,2025-04,43,5,8,10,3,7,8,7,31.251210593033512,2,1,0,0,1,0,4.5
North Beach,2025-05,41,6,7,9,0,8,3,7,28.937007359924028,1,0,0,0,1,0,3.0
North Beach,2025-06,52,8,4,12,1,12,9,8,14.576837037037038,2,0,0,0,2,0,3.5
North Beach,2025-07,71,12,7,12,1,5,9,8,24.152002477829942,3,0,0,1,2,0,2.3333333333333335
North Beach,2025-08,50,7,2,11,0,9,4,7,11.808122874149658,4,1,0,2,1,0,2.0
North Beach,2025-09,61,6,9,15,3,13,3,8,12.719081332391713,0,0,0,0,0,0,
North Beach,2025-10,57,12,4,18,3,6,4,8,6.522877604166666,1,0,0,0,1,0,1.0
North Beach,2025-11,53,5,13,19,1,4,4,8,8.398277021011396,3,0,0,0,3,0,1.6666666666666667
North Beach,2025-12,70,6,7,24,9,6,5,8,7.8634409722222225,1,0,0,1,0,0,3.0
Oceanview/Merced/Ingleside,2024-01,38,7,5,18,0,4,4,5,11.784256518031189,3,0,1,1,1,0,1.3333333333333333
Oceanview/Merced/Ingleside,2024-02,71,12,3,25,0,3,28,5,11.616282113980178,17,1,15,0,1,0,1.7058823529411764
Oceanview/Merced/Ingleside,2024-03,25,3,4,7,0,5,6,5,12.278405092592592,4,0,4,0,0,0,1.0
Oceanview/Merced/Ingleside,2024-04,8,2,1,3,0,0,2,4,9.09271122685185,3,0,2,1,0,0,1.6666666666666667
Oceanview/Merced/Ingleside,2024-05,27,10,4,6,0,2,5,5,3.7530658436213993,6,3,3,0,0,0,4.833333333333333
Oceanview/Merced/Ingleside,2024-06,26,4,7,9,1,2,2,7,11.399702635327635,5,2,2,0,1,0,4.6
Oceanview/Merced/Ingleside,2024-07,62,8,9,23,2,11,4,8,24.571015158303464,3,1,1,1,0,0,4.0
Oceanview/Merced/Ingleside,2024-08,44,4,12,6,4,6,7,8,33.535949863215485,5,1,1,2,1,0,3.2
Oceanview/Merced/Ingleside,2024-09,48,4,6,16,2,7,9,8,45.94621653582931,3,0,3,0,0,0,1.6666666666666667
Oceanview/Merced/Ingleside,2024-10,65,7,10,15,12,6,7,9,47.461866549088775,2,0,1,0,1,0,2.0
Oceanview/Merced/Ingleside,2024-11,64,13,3,26,4,5,7,9,32.04811122134039,5,1,3,0,1,0,4.0
Oceanview/Merced/Ingleside,2024-12,55,7,14,17,4,4,5,8,16.459026725589226,4,0,3,1,0,0,1.25
Oceanview/Merced/Ingleside,2025-01,56,8,8,14,9,5,4,9,16.55450562169312,2,1,1,0,0,0,1.5
Oceanview/Merced/Ingleside,2025-02,61,6,7,10,10,6,9,8,26.23805460686096,5,1,4,0,0,0,2.6
Oceanview/Merced/Ingleside,2025-03,51,5,6,18,2,8,8,8,21.265308012093726,5,0,2,1,2,0,1.4
Oceanview/Merced/Ingleside,2025-04,49,7,6,9,4,7,9,9,50.55878094293273,3,0,3,0,0,0,1.0
Oceanview/Merced/Ingleside,2025-05,45,7,6,13,3,3,5,9,9.823901539621016,6,0,4,1,1,0,1.3333333333333333
Oceanview/Merced/Ingleside,2025-06,41,5,8,12,4,4,6,7,18.371967028003613,5,1,4,0,0,0,3.2
Oceanview/Merced/Ingleside,2025-07,80,3,6,13,7,43,2,8,8.168862664088138,3,0,1,0,2,0,1.0
Oceanview/Merced/Ingleside,2025-08,87,7,7,24,3,42,2,8,31.99571452476573,6,1,1,0,4,0,2.8333333333333335
Oceanview/Merced/Ingleside,2025-09,57,7,4,12,7,16,7,8,13.150753156565656,0,0,0,0,0,0,
Oceanview/Merced/Ingleside,2025-10,72,9,19,18,8,14,2,8,15.139053442028985,1,0,1,0,0,0,1.0
Oceanview/Merced/Ingleside,2025-11,77,4,28,16,7,18,1,8,16.487711074561403,6,0,4,2,0,0,1.0
Oceanview/Merced/Ingleside,2025-12,74,4,9,29,12,8,9,8,6.8088968656156155,7,0,5,2,0,0,1.1428571428571428
Outer Mission,2024-01,50,9,3,17,0,11,10,5,9.411616435185186,3,1,0,0,2,0,1.0
Outer Mission,2024-02,80,23,11,28,0,3,15,5,13.348632233796298,11,1,9,0,1,0,1.8181818181818181
Outer Mission,2024-03,31,13,2,9,0,6,1,5,6.18539538530466,6,0,3,0,3,0,1.6666666666666667
Outer Mission,2024-04,26,2,2,3,0,14,5,5,6.290797720797721,1,0,1,0,0,0,1.0
Outer Mission,2024-05,24,6,3,5,0,7,3,5,3.0503510802469136,3,0,0,1,2,0,2.3333333333333335
Outer Mission,2024-06,29,4,6,6,0,8,2,7,21.642056464947093,4,0,2,2,0,0,1.75
Outer Mission,2024-07,50,7,10,16,3,5,0,7,35.22737384259259,4,0,0,1,3,0,1.5
Outer Mission,2024-08,52,3,5,19,8,6,4,8,31.36539488017429,4,1,1,0,2,0,3.25
Outer Mission,2024-09,42,0,6,15,5,8,2,7,25.962037863756613,1,0,1,0,0,0,1.0
Outer Mission,2024-10,65,6,12,14,6,10,9,8,30.10185754985755,7,3,1,1,2,0,3.7142857142857144
Outer Mission,2024-11,98,6,20,36,3,11,10,8,19.359600881123058,4,0,2,0,2,0,1.5
Outer Mission,2024-12,69,9,14,17,6,10,6,8,24.92769592055824,3,1,2,0,0,0,6.0
Outer Mission,2025-01,78,5,20,23,3,5,6,8,28.503445216049386,1,0,0,0,1,0,1.0
Outer Mission,2025-02,75,8,12,24,2,8,8,8,19.130497685185187,12,1,9,2,0,0,2.5833333333333335
Outer Mission,2025-03,76,3,18,16,5,10,12,8,29.893550308641977,1,0,1,0,0,0,1.0
Outer Mission,2025-04,84,11,24,13,3,11,10,8,46.363012327086125,3,0,2,0,1,0,1.6666666666666667
Outer Mission,2025-05,113,15,15,20,7,22,18,8,20.090826675680102,3,0,2,0,1,0,1.0
Outer Mission,2025-06,75,12,20,16,3,7,7,8,19.141119087837836,12,2,10,0,0,0,2.5833333333333335
Outer Mission,2025-07,79,12,11,17,2,25,6,8,13.077382695195196,7,1,2,3,1,0,2.0
Outer Mission,2025-08,89,17,13,16,2,26,8,9,14.835127446338385,4,2,2,0,0,0,1.5
Outer Mission,2025-09,73,17,9,18,1,7,8,8,12.772862871674493,0,0,0,0,0,0,
Outer Mission,2025-10,88,15,17,26,7,14,4,8,13.601651409932659,0,0,0,0,0,0,
Outer Mission,2025-11,81,14,7,20,7,16,5,8,11.286044238683127,4,0,2,0,2,0,1.5
Outer Mission,2025-12,116,17,20,49,4,4,11,8,6.969764090177134,7,3,3,1,0,0,4.714285714285714
Outer Richmond,2024-01,88,4,7,43,0,24,10,5,11.449489030934343,17,2,11,0,4,0,1.1764705882352942
Outer Richmond,2024-02,98,7,5,37,0,19,30,5,9.288355418556312,26,0,21,4,1,0,1.1923076923076923
Outer Richmond,2024-03,51,6,10,12,0,9,14,5,6.999708832607117,8,0,5,0,3,0,1.0
Outer Richmond,2024-04,59,14,12,16,0,7,10,5,8.529873469868173,14,2,7,3,2,0,2.7142857142857144
Outer Richmond,2024-05,45,6,7,7,0,13,12,5,6.484129886831275,13,0,6,3,4,0,1.3076923076923077
Outer Richmond,2024-06,79,4,12,26,2,10,17,9,20.40149475308642,7,2,3,1,1,0,3.5714285714285716
Outer Richmond,2024-07,75,13,11,23,2,12,6,8,33.35369572697698,7,1,2,4,0,0,2.2857142857142856
Outer Richmond,2024-08,119,13,12,34,8,17,6,9,35.65789930555556,3,1,0,1,1,0,3.6666666666666665
Outer Richmond,2024-09,112,12,9,35,1,22,2,9,18.1105824239418,7,0,4,1,2,0,1.2857142857142858
Outer Richmond,2024-10,131,16,8,44,11,19,12,8,22.745750901187446,7,2,3,1,1,0,3.7142857142857144
Outer Richmond,2024-11,148,10,14,52,13,21,18,8,13.107438001813001,7,1,5,0,1,0,2.142857142857143
Outer Richmond,2024-12,192,19,14,64,12,26,31,8,17.022241837231967,17,1,13,1,2,0,1.7647058823529411
Outer Richmond,2025-01,116,13,20,36,5,20,7,9,24.941851147342998,10,0,7,3,0,0,1.2
Outer Richmond,2025-02,119,10,18,30,7,20,18,8,17.759215732826846,15,0,15,0,0,0,1.0
Outer Richmond,2025-03,127,25,17,25,4,21,13,9,30.710867222222223,18,3,11,2,2,0,3.6666666666666665
Outer Richmond,2025-04,127,17,29,34,1,24,11,9,25.08809689153439,6,2,2,1,1,0,4.166666666666667
Outer Richmond,2025-05,139,18,16,34,4,30,8,8,10.760945660138555,15,3,7,1,4,0,2.3333333333333335
Outer Richmond,2025-06,143,13,12,41,4,40,4,8,9.17643040986791,24,3,18,0,3,0,1.7083333333333333
Outer Richmond,2025-07,161,28,19,58,4,24,8,8,12.567499638310185,9,3,3,0,3,2,2.7777777777777777
Outer Richmond,2025-08,142,14,46,43,4,6,9,8,14.064001017861834,17,3,6,2,6,0,2.5294117647058822
Outer Richmond,2025-09,148,20,20,45,6,13,8,9,9.759009000259,11,0,5,4,2,0,1.3636363636363635
Outer Richmond,2025-10,193,33,23,83,12,13,8,8,7.218273775077161,9,1,5,2,1,0,2.2222222222222223
Outer Richmond,2025-11,146,24,20,45,8,22,10,9,12.874785483257229,8,0,6,2,0,0,1.375
Outer Richmond,2025-12,144,17,16,51,12,20,9,8,7.279138757551878,13,0,9,1,3,0,1.2307692307692308
Pacific Heights,2024-01,51,7,4,26,0,7,7,5,20.52492510893246,8,2,1,2,3,0,1.375
Pacific Heights,2024-02,92,6,6,44,0,14,22,5,10.571293151167472,9,0,5,2,2,0,1.8888888888888888
Pacific Heights,2024-03,37,3,7,5,0,16,6,5,6.1933796296296295,4,0,1,3,0,0,2.5
Pacific Heights,2024-04,23,3,4,2,0,2,12,5,5.104272846215781,10,0,4,6,0,0,2.0
Pacific Heights,2024-05,28,10,6,2,0,8,2,5,5.276417824074074,4,0,2,0,2,0,1.0
Pacific Heights,2024-06,30,2,2,6,0,6,3,7,13.229668209876543,5,1,1,1,2,0,2.8
Pacific Heights,2024-07,55,11,13,4,0,6,6,7,45.02203617969822,1,0,0,0,1,0,1.0
Pacific Heights,2024-08,60,5,18,10,1,2,4,8,27.906233796296295,4,0,1,0,3,0,1.0
Pacific Heights,2024-09,82,12,24,5,2,7,4,8,28.822287149954835,3,0,0,0,3,0,1.0
Pacific Heights,2024-10,73,13,16,7,1,4,7,9,37.51846830985916,2,0,0,1,1,0,1.5
Pacific Heights,2024-11,91,3,15,33,10,7,8,8,17.658576517489713,4,0,0,1,3,0,2.0
Pacific Heights,2024-12,102,7,13,33,6,8,16,8,16.509693287037038,5,0,2,2,1,0,2.8
Pacific Heights,2025-01,65,10,14,8,4,5,8,8,51.09892467948718,3,0,1,1,1,0,2.3333333333333335
Pacific Heights,2025-02,84,11,14,21,0,10,10,7,19.27298304328425,8,1,3,2,2,0,2.75
Pacific Heights,2025-03,70,0,17,15,1,16,10,7,24.144458167989416,8,0,3,1,4,0,1.25
Pacific Heights,2025-04,90,12,15,17,0,24,4,7,20.69975887345679,6,0,1,4,1,0,2.0
Pacific Heights,2025-05,94,15,18,11,2,20,7,8,15.85365766178266,4,0,2,0,2,0,2.75
Pacific Heights,2025-06,94,13,13,10,5,22,6,8,22.2186969832736,6,2,1,1,2,0,2.1666666666666665
Pacific Heights,2025-07,105,23,19,8,4,35,5,8,18.21115685096154,1,0,0,1,0,0,1.0
Pacific Heights,2025-08,112,39,9,11,2,29,6,8,18.468002735690238,1,0,0,0,1,0,4.0
Pacific Heights,2025-09,81,11,13,9,3,14,6,8,14.815549616228068,6,0,3,1,2,0,1.3333333333333333
Pacific Heights,2025-10,97,10,14,32,2,21,2,8,15.659339800496374,8,2,2,3,1,0,2.5
Pacific Heights,2025-11,94,18,23,32,2,5,1,8,13.011464623590983,1,0,1,0,0,0,1.0
Pacific Heights,2025-12,157,18,12,61,1,32,13,8,7.0905945340501795,3,1,1,0,1,0,2.3333333333333335
Portola,2024-01,32,8,7,10,0,3,4,5,17.49509910300926,1,1,0,0,0,0,9.0
Portola,2024-02,41,10,2,18,0,3,8,5,13.762997685185185,4,0,4,0,0,0,3.5
Portola,2024-03,27,11,11,2,0,3,0,4,11.104155521262001,0,0,0,0,0,0,
Portola,2024-04,23,3,4,4,0,10,2,5,12.693373590982286,2,0,1,0,1,0,1.0
Portola,2024-05,36,5,13,3,0,14,1,5,6.827999614197531,3,0,1,1,1,0,1.3333333333333333
Portola,2024-06,32,5,9,4,0,6,4,7,51.570722294560184,3,0,2,0,1,0,1.0
Portola,2024-07,76,6,38,16,3,4,7,8,20.105923184697858,1,0,1,0,0,0,1.0
Portola,2024-08,105,6,61,9,3,8,14,8,43.99035935274216,4,1,2,0,1,0,3.0
Portola,2024-09,80,4,32,17,2,22,1,7,21.319047019675928,1,0,0,1,0,0,3.0
Portola,2024-10,80,5,42,15,4,6,3,8,27.40170798171589,2,0,1,1,0,0,1.5
Portola,2024-11,102,3,52,29,5,4,7,8,15.798212092042537,3,0,2,0,1,0,1.0
Portola,2024-12,111,12,73,11,4,4,4,8,22.855383717050383,3,0,3,0,0,0,1.0
Portola,2025-01,107,6,72,10,2,8,5,8,18.835986608688128,2,0,1,1,0,0,1.5
Portola,2025-02,67,7,26,9,3,7,7,8,31.225134570204535,3,0,3,0,0,0,1.0
Portola,2025-03,60,4,39,7,4,1,4,7,26.075014467592595,2,1,1,0,0,0,1.0
Portola,2025-04,47,2,24,7,2,1,7,8,31.76601222826087,0,0,0,0,0,0,
Portola,2025-05,64,3,36,7,5,7,1,8,15.815242693865741,3,2,0,0,1,0,6.0
Portola,2025-06,46,1,19,13,4,1,4,8,25.2658572363124,7,0,6,1,0,0,1.2857142857142858
Portola,2025-07,54,6,13,10,5,3,9,8,16.35601316015089,1,0,1,0,0,0,1.0
Portola,2025-08,37,1,9,14,1,6,3,8,28.834210773273274,5,1,3,1,0,0,1.6
Portola,2025-09,43,4,9,6,5,4,3,9,14.357582947530865,1,0,1,0,0,0,1.0
Portola,2025-10,55,9,13,15,1,5,6,8,9.656225137174212,3,0,2,0,1,0,1.0
Portola,2025-11,51,4,17,13,4,3,4,8,10.734690904139432,1,0,0,1,0,0,1.0
Portola,2025-12,56,9,19,10,3,2,9,7,9.481692915013227,2,0,2,0,0,0,1.0
Potrero Hill,2024-01,59,5,15,15,0,20,4,5,13.262664783427496,10,1,5,1,3,0,2.2
Potrero Hill,2024-02,52,11,9,12,0,8,12,5,6.829962606837607,4,0,4,0,0,0,1.25
Potrero Hill,2024-03,27,10,6,1,0,5,5,5,9.42727280521262,7,1,3,2,1,0,2.0
Potrero Hill,2024-04,33,5,11,3,0,9,5,5,8.783670384399551,6,1,3,0,2,0,4.166666666666667
Potrero Hill,2024-05,36,3,13,9,0,8,3,5,2.408887924382716,1,0,1,0,0,0,1.0
Potrero Hill,2024-06,31,1,10,8,0,5,2,7,8.112643369175627,4,0,3,0,1,0,1.5
Potrero Hill,2024-07,58,2,10,16,1,14,9,8,9.782262132822478,7,0,0,2,5,0,1.8571428571428572
Potrero Hill,2024-08,68,12,6,20,5,10,8,8,26.10504857603816,6,1,3,1,1,0,3.8333333333333335
Potrero Hill,2024-09,57,9,8,11,5,6,4,8,38.528174663299666,6,3,1,2,0,0,5.833333333333333
Potrero Hill,2024-10,59,8,14,19,2,3,5,8,21.15288314176245,6,1,0,2,3,0,3.3333333333333335
Potrero Hill,2024-11,64,8,21,16,2,3,5,8,12.321104166666666,11,1,6,2,2,0,1.6363636363636365
Potrero Hill,2024-12,43,6,14,11,0,6,1,6,24.835274746472663,7,2,2,3,0,0,5.142857142857143
Potrero Hill,2025-01,46,4,5,16,9,8,2,7,9.209828401771336,4,2,2,0,0,0,5.25
Potrero Hill,2025-02,75,5,11,18,4,27,7,9,19.729063282032033,4,1,2,0,1,0,3.25
Potrero Hill,2025-03,79,5,19,15,6,16,6,8,29.445849655745487,7,1,3,1,2,0,3.4285714285714284
Potrero Hill,2025-04,71,6,18,22,0,16,0,6,11.556841116478799,4,0,1,2,1,0,2.25
Potrero Hill,2025-05,62,10,15,12,2,13,5,8,18.252596766848818,5,1,2,1,1,0,3.4
Potrero Hill,2025-06,113,4,33,16,7,39,1,8,19.7136127186214,2,0,0,2,0,0,2.0
Potrero Hill,2025-07,77,9,16,18,8,8,8,8,16.600926226551223,4,0,3,0,1,0,1.0
Potrero Hill,2025-08,61,12,14,14,2,6,4,8,14.160676608986034,8,3,3,1,1,0,4.5
Potrero Hill,2025-09,68,6,13,15,3,12,6,8,7.4235515132669985,3,1,0,1,1,0,2.0
Potrero Hill,2025-10,64,4,8,22,5,12,5,8,10.105270980305702,5,0,2,1,2,0,1.4
Potrero Hill,2025-11,81,13,12,19,5,22,0,7,9.214176383173296,4,1,1,0,2,0,3.0
Potrero Hill,2025-12,74,14,13,14,5,14,4,9,10.580566034784784,4,0,2,1,1,0,1.75
Presidio,2024-01,1,1,0,0,0,0,0,1,0.5541666666666667,3,1,1,1,0,0,1.6666666666666667
Presidio,2024-02,0,0,0,0,0,0,0,0,,2,1,0,0,1,0,5.5
Presidio,2024-03,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
Presidio,2024-04,3,2,0,0,0,1,0,2,28.80351851851852,0,0,0,0,0,0,
Presidio,2024-05,2,1,0,0,0,1,0,2,9.904212962962964,1,1,0,0,0,0,8.0
Presidio,2024-06,5,2,0,0,0,3,0,2,11.930689814814816,0,0,0,0,0,0,
Presidio,2024-07,5,2,0,0,0,2,0,3,5.41168287037037,0,0,0,0,0,0,
Presidio,2024-08,6,0,2,1,0,1,0,5,109.91351080246913,0,0,0,0,0,0,
Presidio,2024-09,2,0,0,0,0,2,0,1,5.143530092592592,1,0,0,0,1,0,2.0
Presidio,2024-10,2,0,0,0,0,0,0,1,0.7860590277777777,0,0,0,0,0,0,
Presidio,2024-11,2,1,0,1,0,0,0,2,1.007048611111111,1,0,0,1,0,0,3.0
Presidio,2024-12,3,0,1,1,0,1,0,3,59.736909722222215,0,0,0,0,0,0,
Presidio,2025-01,0,0,0,0,0,0,0,0,,1,0,0,1,0,0,3.0
Presidio,2025-02,2,0,0,1,0,1,0,2,2.830642361111111,0,0,0,0,0,0,
Presidio,2025-03,2,1,1,0,0,0,0,2,95.23402199074074,0,0,0,0,0,0,
Presidio,2025-04,1,0,0,0,0,0,0,1,3.1684953703703704,0,0,0,0,0,0,
Presidio,2025-05,3,1,0,0,0,2,0,2,2.599579475308642,0,0,0,0,0,0,
Presidio,2025-06,1,0,0,0,0,0,0,1,3.939189814814815,0,0,0,0,0,0,
Presidio,2025-07,2,0,0,0,0,2,0,1,18.618645833333332,1,1,0,0,0,0,10.0
Presidio,2025-08,1,0,0,0,0,1,0,1,0.7373032407407407,0,0,0,0,0,0,
Presidio,2025-09,0,0,0,0,0,0,0,0,,2,2,0,0,0,0,1.5
Presidio,2025-10,1,0,0,0,0,0,0,1,79.95083333333334,1,0,1,0,0,0,1.0
Presidio,2025-11,3,0,1,2,0,0,0,2,0.8443557098765432,0,0,0,0,0,0,
Presidio,2025-12,1,0,0,1,0,0,0,1,0.037453703703703704,1,0,1,0,0,0,1.0
Presidio Heights,2024-01,29,3,6,9,0,10,1,5,20.687074553001278,2,0,1,0,1,0,1.0
Presidio Heights,2024-02,39,1,7,12,0,7,12,5,13.442826745014244,3,0,0,1,2,0,1.0
Presidio Heights,2024-03,18,3,3,5,0,6,1,5,7.405404449588477,3,0,1,0,2,0,1.0
Presidio Heights,2024-04,12,1,2,3,0,3,3,5,7.058394097222222,7,4,0,3,0,0,11.0
Presidio Heights,2024-05,12,2,0,1,0,7,2,4,10.200291280864198,3,0,1,1,1,0,1.6666666666666667
Presidio Heights,2024-06,19,0,3,6,0,3,5,6,43.51281121399177,3,0,1,0,2,0,2.0
Presidio Heights,2024-07,28,2,2,4,0,5,7,7,43.301222718253975,2,0,1,1,0,0,1.5
Presidio Heights,2024-08,39,6,4,7,1,4,6,9,38.40568591617934,0,0,0,0,0,0,
Presidio Heights,2024-09,43,5,4,12,4,4,2,8,18.95099860034453,0,0,0,0,0,0,
Presidio Heights,2024-10,41,3,7,5,5,6,1,8,22.68526475694444,0,0,0,0,0,0,
Presidio Heights,2024-11,61,5,5,24,3,3,7,8,22.799285632969035,1,0,1,0,0,0,8.0
Presidio Heights,2024-12,57,0,5,26,3,7,7,7,11.39458664021164,4,1,2,0,1,0,3.25
Presidio Heights,2025-01,39,1,5,3,6,7,5,8,22.774848646723648,1,0,1,0,0,0,1.0
Presidio Heights,2025-02,39,1,1,12,2,8,4,8,15.9160294834308,2,0,1,0,1,0,1.0
Presidio Heights,2025-03,42,2,10,8,0,5,7,7,11.146981142728094,2,0,0,2,0,0,3.0
Presidio Heights,2025-04,24,0,4,6,4,4,3,7,43.610648630401236,4,1,1,0,2,0,1.25
Presidio Heights,2025-05,47,3,7,5,0,22,2,8,11.600632296698873,4,0,1,3,0,0,1.75
Presidio Heights,2025-06,52,2,8,2,3,16,4,8,16.39615763888889,1,1,0,0,0,0,10.0
Presidio Heights,2025-07,35,5,2,1,0,11,4,7,6.962703373015874,2,0,2,0,0,0,1.0
Presidio Heights,2025-08,26,5,3,2,0,6,3,7,19.65269186253561,3,1,1,1,0,0,4.333333333333333
Presidio Heights,2025-09,55,8,8,13,4,11,1,8,17.87923202614379,3,0,2,1,0,0,2.3333333333333335
Presidio Heights,2025-10,47,9,8,7,1,4,6,8,21.2106478909465,1,0,1,0,0,0,1.0
Presidio Heights,2025-11,59,8,13,10,3,11,5,8,14.544058708492974,3,2,0,1,0,0,5.0
Presidio Heights,2025-12,61,6,5,22,4,11,7,8,10.031399893746205,1,0,1,0,0,0,1.0
Russian Hill,2024-01,36,6,3,21,0,4,2,5,8.3702154063786,3,0,0,1,2,0,1.6666666666666667
Russian Hill,2024-02,48,5,1,22,0,6,14,5,5.18244140625,3,0,3,0,0,0,1.0
Russian Hill,2024-03,19,2,7,3,0,5,2,5,11.66869212962963,3,0,0,2,1,0,2.6666666666666665
Russian Hill,2024-04,34,8,4,5,0,11,6,5,9.885034381808278,4,0,2,2,0,0,1.75
Russian Hill,2024-05,26,3,3,10,0,7,3,5,5.368254985754986,8,2,2,1,3,0,3.5
Russian Hill,2024-06,39,5,11,7,1,5,5,7,48.32975961538462,1,1,0,0,0,0,9.0
Russian Hill,2024-07,47,5,9,9,1,2,9,9,38.48940011820331,6,1,0,3,2,0,2.0
Russian Hill,2024-08,35,8,8,2,0,1,6,7,58.6013136574074,8,0,4,4,0,0,1.875
Russian Hill,2024-09,74,9,19,12,0,5,9,7,29.406620048868312,2,0,1,0,1,0,1.0
Russian Hill,2024-10,55,2,12,14,2,2,9,8,26.452403913347307,1,0,1,0,0,0,1.0
Russian Hill,2024-11,85,6,16,31,1,4,17,8,21.03707580321285,0,0,0,0,0,0,
Russian Hill,2024-12,64,4,7,16,5,7,11,9,12.743079788773148,2,0,0,2,0,0,2.0
Russian Hill,2025-01,49,6,10,5,3,7,7,8,47.019722930839,4,2,1,1,0,0,6.0
Russian Hill,2025-02,77,10,9,18,2,10,10,8,28.589416975308644,1,0,0,1,0,0,3.0
Russian Hill,2025-03,78,7,6,13,3,25,11,8,47.30849612193362,5,0,1,2,2,0,2.6
Russian Hill,2025-04,57,5,17,12,0,7,6,8,45.53503661616161,4,2,1,0,1,0,19.5
